X_(ms),SERVO_03.r35:_Motortemperatur_PT1000,SERVO_03.r63:_Drehzahlistwert_geglättet,SERVO_03.r76:_Stromistwert_feldbildend,SERVO_03.r78[1]:_Stromistwert_momentenbildend._Geglättet_mit_p0045,SERVO_03.r72:_Ausgangsspannung,Drehzahl_>_0_(Siemens),TM150_04.r4105[1]:_TM150_Temperaturistwert._Temperaturkanal_1_KTY,Channel_1-Vor_Kühlwasser_PT100_an_Muffe,Channel_2-Ruek_Kühlwasser_PT100_an_Muffe,Drehzahl_>_0_(PT104),RotorTemp,Channel_3-Rot_RotorTemp_(Wert_/_0.0125_=_°C),Control_Unit.r747:_CU_Digitalausgänge_Status_Drehzahl_>_0,Channel_4_ON_wenn_>_700_dann_Drehzahl_>_0
3746000,34.51355362,-0.00167638,0.000544083,-0.00346669,0.230826929,0,32.79999924,24.562,25.041,0,39.1048,0.48881,0,499.18414
3747000,34.52462769,0.001452863,0.0158934,-0.001414143,0.259695679,0,32.59999847,24.562,25.041,0,39.0336,0.48792,0,499.17798
3748000,34.50004578,0.000223517,-0.011304433,-0.003363022,0.4255234,0,32.59999847,24.55,25.041,0,39.0336,0.48792,0,499.17798
3749000,34.41366196,0.001229346,0.000544083,-0.003599135,0.238942668,0,32.79999924,24.55,25.044,0,38.8424,0.48553,0,499.17798
3750000,34.44361877,-0.001229346,-0.002597601,-0.000948147,0.295889735,0,32.79999924,24.55,25.044,0,38.8424,0.48553,0,499.18954
3751000,34.40598297,0.002682209,-0.026653755,-0.000385941,0.467182666,0,32.59999847,24.536,25.033,0,38.8424,0.48553,0,499.18954
3752000,34.4357605,-0.002905726,-0.014087019,-0.005322286,0.578985095,0,32.79999924,24.536,25.033,0,38.7912,0.48489,0,499.18954
3753000,34.37678528,0.00089407,0.042732131,-0.002547062,0.260472775,0,32.79999924,24.522,25.033,0,38.7912,0.48489,0,499.17679
3754000,34.34344482,-0.004023313,-0.020729493,-0.000191706,0.417475432,0,,24.522,25.02,0,38.7912,0.48489,0,499.17679
3755000,34.29973984,-0.001564622,0.015534293,-0.001208638,0.052105434,0,32.79999924,24.522,25.02,0,39.0072,0.48759,0,499.18823
3756000,34.30002213,-0.000782311,-0.002597604,0.00237567,0.278680086,0,32.59999847,24.512,25.02,0,39.0072,0.48759,0,499.18823
3757000,34.31597137,0.000558793,-0.008880971,0.002197874,0.39893046,0,32.70000076,24.512,25.018,0,38.7504,0.48438,0,499.18823
3758000,34.22746658,0.001899898,-0.014446119,-0.004245298,0.440611213,0,32.70000076,24.512,25.018,0,38.7504,0.48438,0,499.18179
3759000,34.26092911,-0.001899898,-0.005380179,-0.003392888,0.311891466,0,32.70000076,24.495,25.004,0,38.7504,0.48438,0,499.18179
3760000,34.1967659,0.00167638,0.021817664,-0.006521654,0.222417623,0,32.5,24.495,25.004,0,38.676,0.48345,0,499.18179
3761000,34.26330566,0,-0.005380176,-0.000852697,0.311797112,0,32.70000076,24.469,25.004,0,38.676,0.48345,0,499.18472
3762000,34.20413971,0.003241002,0.006109219,0.001782858,0.315760046,0,32.59999847,24.469,24.974,0,38.676,0.48345,0,499.18472
3763000,34.20746613,-0.001229346,0.030525405,0.000164139,0.146424204,0,32.59999847,24.469,24.974,0,38.7328,0.48416,0,499.18829
3764000,34.14187241,0.005476176,0.009610027,-0.005786112,0.165039465,0,32.59999847,24.439,24.974,0,38.7328,0.48416,0,499.18829
3765000,34.12201691,-0.003017485,-0.002596895,-0.002317704,0.281419039,0,32.59999847,24.439,24.948,0,38.728,0.4841,0,499.18829
3766000,34.14432526,-0.000223517,0.006825671,-0.004369814,0.307871401,0,32.59999847,24.439,24.948,0,38.728,0.4841,0,499.18423
3767000,34.14710236,-0.00257045,0.000187179,-0.002694038,0.296950817,0,32.40000153,24.421,24.939,0,38.728,0.4841,0,499.18423
3768000,34.14822388,-0.002458691,-0.005737741,0.000163579,0.311101526,0,32.40000153,24.421,24.939,0,38.6728,0.48341,0,499.18423
3769000,34.10167694,-0.004023313,-0.008521834,0.002307449,0.304881752,0,32.59999847,24.408,24.939,0,38.6728,0.48341,0,499.18915
3770000,34.10155487,-0.003352761,0.000543955,0.001706722,0.191028401,0,32.59999847,24.401,24.916,0,38.6728,0.48341,0,499.18915
3771000,34.04154205,0.001341105,-0.011662694,-0.00108387,0.412958384,0,32.5,24.401,24.916,0,38.4488,0.48061,0,499.19446
3772000,34.05163193,0.000335276,-0.008165055,-0.002804044,0.401051015,0,32.5,24.371,24.916,0,38.4488,0.48061,0,499.19659
3773000,33.95597839,0.002011657,0.000543959,0.002307216,0.202621073,0,32.5,24.371,24.902,0,38.4576,0.48072,0,499.19659
3774000,33.94920349,0.000447035,0.006825676,-0.003632418,0.3010014,0,,24.371,24.902,0,38.4696,0.48087,0,499.20105
3775000,33.90042114,0.00257045,-0.002240116,-0.003340833,0.358474553,0,32.5,24.342,24.899,0,38.4696,0.48087,0,499.20105
3776000,33.87644577,0.000111759,0.018675542,-0.002204124,0.124801472,0,32.5,24.342,24.886,0,38.4824,0.48103,0,499.20105
3777000,33.8563652,0.001005828,0.003684816,-0.002726194,0.194894031,0,32.5,24.342,24.886,0,38.4824,0.48103,0,499.19321
3778000,33.89221954,-0.001341105,-0.002240124,0.000133096,0.294345289,0,32.5,24.304,24.863,0,38.4824,0.48103,0,499.19321
3779000,33.89446259,0.002235174,-0.002596206,0.001807989,0.27497223,0,32.5,24.304,24.863,0,38.1352,0.47669,0,499.19321
3780000,33.82847977,0.003017485,0.000543957,-6.73703E-05,0.189825207,0,32.40000153,24.277,24.863,0,38.1352,0.47669,0,499.18646
3781000,33.81383514,0.004805624,0.030526321,-0.00012669,0.142904773,0,32.20000076,24.277,24.831,0,38.1352,0.47669,0,499.18646
3782000,33.79838181,0.004582106,0.039591953,-0.001564456,0.250695556,0,32.40000153,24.277,24.831,0,38.3864,0.47983,0,499.18573
3783000,33.75071716,0.000558793,-0.012016261,0.001567308,0.513959765,0,32.20000076,24.255,24.831,0,38.3864,0.47983,0,499.18573
3784000,33.76057434,-0.001229346,0.000543829,0.000618922,0.206384286,0,,24.255,24.804,0,38.1632,0.47704,0,499.18573
3785000,33.72660065,-0.002235174,0.024955159,-0.000457835,0.328649074,0,32.29999924,24.255,24.804,0,38.1632,0.47704,0,499.18121
3786000,33.73481369,0.000111759,-0.026298646,0.001051896,0.600441456,0,32.29999924,24.201,24.769,0,38.1632,0.47704,0,499.18121
3787000,33.74507904,-0.00257045,-0.011307399,-6.07774E-05,0.431755364,0,32.29999924,24.201,24.769,0,38.064,0.4758,0,499.18121
3788000,33.71066666,0.004582107,0.009255023,0.004930147,0.149306044,0,32.29999924,24.17,24.769,0,38.064,0.4758,0,499.1944
3789000,33.78589249,-0.003017485,0.003329419,0.004283936,0.27188009,0,32.09999847,24.17,24.738,0,38.064,0.4758,0,499.1944
3790000,33.68454361,-0.001117587,0.009609464,0.002480783,0.129524603,0,32.29999924,24.17,24.738,0,38.1496,0.47687,0,499.19592
3791000,33.67055511,-0.002793967,-0.002241752,-0.000662321,0.350797445,0,,24.135,24.738,0,38.1496,0.47687,0,499.19592
3792000,33.68376541,0.001564622,-0.002241765,-0.001612997,0.368040919,0,32.20000076,24.135,24.718,0,38.024,0.4753,0,499.19592
3793000,33.69169235,-0.002123415,-0.0025962,0.002391398,0.304330468,0,32,24.135,24.718,0,38.024,0.4753,0,499.18619
3794000,33.64545822,0.00424683,0.003329396,7.47685E-05,0.201704741,0,32,24.097,24.686,0,38.024,0.4753,0,499.18619
3795000,33.62878418,0.003576278,-0.005734691,0.002628826,0.324741393,0,32.20000076,24.097,24.686,0,37.964,0.47455,0,499.18619
3796000,33.58832169,-0.001005828,0.004038271,-0.003038436,0.532170117,0,32.20000076,24.062,24.686,0,37.964,0.47455,0,499.17636
3797000,33.56596756,0.003017485,0.009609464,0.001145687,0.127591655,0,32.09999847,24.062,24.648,0,37.964,0.47455,0,499.17636
3798000,33.54330063,-0.000782311,0.003683859,0.001690163,0.240212142,0,,24.062,24.648,0,37.928,0.4741,0,499.18533
3799000,33.57965469,-0.002682209,0.039592724,0.002946031,0.340734333,0,,24.021,24.648,0,37.928,0.4741,0,499.18533
3800000,33.52127457,0.002458691,-0.008521779,0.002331439,0.365575701,0,32.09999847,24.021,24.625,0,37.732,0.47165,0,499.18533
3801000,33.51630402,-0.00424683,-0.002243399,-0.002294782,0.326349765,0,,24.021,24.625,0,37.732,0.47165,0,499.17838
3802000,33.48028564,-0.001005828,-0.025948565,-0.003772992,0.77040875,0,31.89999962,23.991,24.589,0,37.732,0.47165,0,499.17838
3803000,33.45618057,0.000335276,0.015535472,0.001679458,0.08989495,0,32.09999847,23.991,24.589,0,37.7904,0.47238,0,499.17838
3804000,33.50596619,-0.000111759,0.033666436,0.003082119,0.157733768,0,32.09999847,23.951,24.589,0,37.7904,0.47238,0,499.19839
3805000,33.32086563,0.002011657,0.006822094,-0.000115294,0.288357615,0,31.79999924,23.951,24.546,0,37.7904,0.47238,0,499.19839
3806000,33.24084473,0.00089407,0.000543703,0.001989936,0.219433516,0,32,23.951,24.546,0,37.8144,0.47268,0,499.18799
3807000,33.33493042,-0.001452863,-0.002595493,0.003363368,0.247095987,0,32,23.927,24.546,0,37.8144,0.47268,0,499.1828
3808000,33.31926727,0.003799796,-0.020726457,0.003821838,0.516350925,0,32,23.927,24.518,0,37.8272,0.47284,0,499.1828
3809000,33.28764725,0.001676381,0.012748382,-0.003994021,0.16469501,0,32,23.927,24.518,0,37.8536,0.47317,0,499.19135
3810000,33.24339294,-0.004023313,0.021813855,-0.004676668,0.208792016,0,32,23.89,24.511,0,37.8536,0.47317,0,499.19135
3811000,33.20521164,0.000670552,-0.038505327,0.000361089,0.695198417,0,31.79999924,23.89,24.494,0,37.5752,0.46969,0,499.19135
3812000,33.18114471,-0.005252658,0.01832447,0.000108941,0.15173538,0,31.89999962,23.89,24.494,0,37.5752,0.46969,0,499.17917
3813000,33.20448685,-0.001452863,-0.017587263,-0.000497777,0.43303147,0,31.89999962,23.866,24.468,0,37.5752,0.46969,0,499.17917
3814000,33.18106461,-0.00424683,-0.00817197,-0.004121231,0.474313915,0,31.89999962,23.866,24.468,0,37.272,0.4659,0,499.17917
3815000,33.23317719,-0.000111759,-0.017237302,0.000672913,0.503858805,0,31.60000038,23.838,24.468,0,37.272,0.4659,0,499.19653
3816000,33.18728256,-0.003576279,0.009958684,-0.000536437,0.358886659,0,31.79999924,23.838,24.443,0,37.272,0.4659,0,499.19653
3817000,33.12249374,-0.005476176,-0.008521752,0.00141137,0.307665437,0,31.79999924,23.838,24.443,0,37.5192,0.46899,0,499.18549
3818000,33.10073853,0,-0.035717733,0.002417066,0.704597414,0,31.60000038,23.804,24.443,0,37.5192,0.46899,0,499.18549
3819000,33.11026764,-0.002011657,-0.026652407,-0.004096226,0.555546641,0,31.60000038,23.804,24.422,0,37.3816,0.46727,0,499.18549
3820000,33.0988884,-0.006482005,-0.026652407,0.004193066,0.532593429,0,,23.804,24.422,0,37.3816,0.46727,0,499.18164
3821000,33.10151672,0.002905726,0.009608906,-0.00023996,0.150954768,0,,23.795,24.388,0,37.3816,0.46727,0,499.18164
3822000,33.05141449,0.002123415,-0.008521752,0.001660351,0.308462888,0,31.60000038,23.795,24.388,0,37.3424,0.46678,0,499.18164
3823000,33.03855133,0.002793968,0.018324453,0.005416382,0.215421736,0,31.70000076,23.777,24.388,0,37.3424,0.46678,0,499.19086
3824000,33.04948044,0.002458692,-0.017587082,-0.002764984,0.443760753,0,31.5,23.777,24.365,0,37.3424,0.46678,0,499.19086
3825000,32.98897171,0.004023313,0.015535864,-9.41499E-05,0.075076319,0,31.70000076,23.777,24.365,0,37.3928,0.46741,0,499.19632
3826000,33.03377533,-0.000447035,-0.005383385,0.000386405,0.291042954,0,31.60000038,23.76,24.365,0,37.3928,0.46741,0,499.19632
3827000,32.99258041,0.002123415,-0.008521752,0.003724421,0.320046604,0,31.60000038,23.76,24.333,0,37.3048,0.46631,0,499.19632
3828000,32.94929504,-0.003688037,0.048658811,0.00118435,0.357314557,0,31.5,23.76,24.333,0,37.3048,0.46631,0,499.19067
3829000,32.98958969,0.000782311,0.01239872,-0.003149812,0.068388723,0,,23.757,24.311,0,37.3048,0.46631,0,499.19067
3830000,32.91542053,-0.001788139,0.018673802,-0.00163801,0.13431938,0,,23.757,24.311,0,37.232,0.4654,0,499.19067
3831000,32.94022751,0.007934866,-0.029789619,-0.000592549,0.589514971,0,31.60000038,23.733,24.311,0,37.232,0.4654,0,499.17758
3832000,32.78865814,-0.001341105,-0.023861954,0.002287527,0.541785717,0,31.39999962,23.733,24.289,0,37.232,0.4654,0,499.17758
3833000,32.76246262,0.000335276,-0.002594083,0.002910286,0.293725759,0,31.5,23.733,24.289,0,37.2464,0.46558,0,499.18195
3834000,32.77422333,-0.000782311,-0.023514535,-0.002066352,0.49070847,0,31.5,23.721,24.289,0,37.2464,0.46558,0,499.18195
3835000,32.70196152,0.002346933,0.015536258,0.000616436,0.057758346,0,31.5,23.721,24.277,0,36.9304,0.46163,0,499.18195
3836000,32.70994568,0.001564622,0.021463901,-0.004313487,0.048958983,0,31.29999924,23.721,24.277,0,36.9304,0.46163,0,499.19669
3837000,32.67022324,-0.000335276,0.021463895,0.000145721,0.095179647,0,31.5,23.717,24.255,0,36.9304,0.46163,0,499.19669
3838000,32.71923447,-0.000223517,-0.002594088,-0.001307204,0.208808765,0,31.5,23.717,24.255,0,37.12,0.464,0,499.19669
3839000,32.68466187,0.002905726,0.03994168,-0.003017954,0.341877431,0,31.5,23.702,24.255,0,37.12,0.464,0,499.18805
3840000,32.65193558,0.002346933,-0.008521725,-0.004075239,0.307527214,0,31.20000076,23.7,24.244,0,37.12,0.464,0,499.18805
3841000,32.61011887,0,0.015536264,0.001127254,0.092927217,0,31.39999962,23.7,24.244,0,37.0208,0.46276,0,499.19211
3842000,32.64236069,0.001899898,-0.002246655,-0.001556322,0.348081678,0,31.39999962,23.684,24.244,0,37.0208,0.46276,0,499.19373
3843000,32.66356277,0.001229346,-0.0116584,-0.000743696,0.341873974,0,31.20000076,23.684,24.228,0,36.924,0.46155,0,499.19373
3844000,32.49359131,-0.001005828,-0.023514535,0.000798525,0.506877959,0,31.29999924,23.684,24.228,0,36.8264,0.46033,0,499.17383
3845000,32.45415497,0.000335276,-0.035717253,0.001479938,0.638549864,0,,23.685,24.221,0,36.8264,0.46033,0,499.17383
3846000,32.41851044,0.004917383,0.021463891,-0.001547803,0.049872737,0,31.10000038,23.685,24.207,0,36.8576,0.46072,0,499.17383
3847000,32.40382004,-0.001452863,0.003680024,-0.005728403,0.260641724,0,31.29999924,23.685,24.207,0,36.8576,0.46072,0,499.19186
3848000,32.45735168,-0.00424683,0.009608338,-0.001609372,0.12874575,0,31.10000038,23.676,24.192,0,36.8576,0.46072,0,499.19186
3849000,32.39888,0.003241003,-0.002248268,-0.002777657,0.383223653,0,31.10000038,23.676,24.192,0,36.5448,0.45681,0,499.19186
3850000,32.4016571,-0.000558793,-0.020723419,0.003325168,0.433476359,0,31.29999924,23.667,24.192,0,36.5448,0.45681,0,499.19174
3851000,32.36532974,0.001788139,-0.014104904,-0.006834434,0.588269532,0,31,23.667,24.187,0,36.5448,0.45681,0,499.19174
3852000,32.32442474,0.002905726,-0.023860121,0.005410525,0.552385509,0,31.20000076,23.667,24.187,0,36.7568,0.45946,0,499.19296
3853000,32.34952164,-0.000223517,-0.008521697,0.006131045,0.320254743,0,31.20000076,23.653,24.187,0,36.7568,0.45946,0,499.19296
3854000,32.30002213,-0.001452863,-0.011313314,-0.000915249,0.424608797,0,31,23.653,24.177,0,36.6272,0.45784,0,499.19296
3855000,32.30010223,0.001564622,-0.011658395,0.005263659,0.34443891,0,31.10000038,23.653,24.177,0,36.6272,0.45784,0,499.18909
3856000,32.30677032,0.000782311,-0.002248297,-0.004268224,0.368896991,0,31.10000038,23.652,24.159,0,36.6272,0.45784,0,499.18909
3857000,32.25746155,-0.000335276,0.027393276,0.006109567,0.180602089,0,31.10000038,23.652,24.159,0,36.5168,0.45646,0,499.18909
3858000,32.22922134,-0.005364417,0.000198248,0.004864774,0.291299582,0,31.10000038,23.647,24.159,0,36.5168,0.45646,0,499.1951
3859000,32.21182251,-0.000111759,0.01867336,2.44903E-05,0.108557738,0,31.10000038,23.647,24.16,0,36.5168,0.45646,0,499.1951
3860000,32.26439285,-0.004358589,0.003680021,-0.000971224,0.221610785,0,30.89999962,23.647,24.16,0,36.6584,0.45823,0,499.18225
3861000,32.20166779,0.003241002,0.036458291,-0.000678388,0.215413541,0,31,23.644,24.16,0,36.6584,0.45823,0,499.18225
3862000,32.18681335,0.000782311,-0.017586717,0.00170413,0.362817734,0,31,23.644,24.146,0,36.5272,0.45659,0,499.18225
3863000,32.15858459,-0.000558794,-0.005728545,-0.000407804,0.251282126,0,,23.644,24.146,0,36.5272,0.45659,0,499.17737
3864000,32.10516739,0.001341104,-0.008178902,-0.002796722,0.464645416,0,,23.627,24.145,0,36.5272,0.45659,0,499.17737
3865000,32.15697861,0.000447035,-0.00572856,0.001502694,0.325986743,0,31,23.627,24.145,0,36.6256,0.45782,0,499.17737
3866000,32.1487999,0.001229346,-0.017586537,0.002492639,0.373047709,0,30.79999924,23.621,24.145,0,36.6256,0.45782,0,499.17618
3867000,32.10002518,-0.001341104,0.000885965,-0.002673905,0.374304473,0,30.89999962,23.621,24.132,0,36.6256,0.45782,0,499.17618
3868000,32.1002655,-0.002235174,0.006472182,0.00058506,0.101723582,0,30.89999962,23.621,24.132,0,36.6016,0.45752,0,499.18033
3869000,32.01000977,-0.004135072,0.021808788,-2.24383E-06,0.207457274,0,,23.63,24.132,0,36.6016,0.45752,0,499.18033
3870000,32.08145905,0.001005828,0.033666778,0.001714567,0.187387452,0,30.89999962,23.63,24.129,0,36.3856,0.45482,0,499.18033
3871000,32.01018524,0.001117587,0.015537051,-0.002767603,0.063965552,0,30.79999924,23.63,24.129,0,36.3856,0.45482,0,499.18668
3872000,32.04156876,0.002346933,0.000543195,-0.001372667,0.216248393,0,30.79999924,23.626,24.137,0,36.3856,0.45482,0,499.18668
3873000,32.00029373,-0.002123415,0.024259146,0.001386576,0.23155652,0,30.79999924,23.626,24.137,0,36.4424,0.45553,0,499.18668
3874000,31.90612221,0.005252659,-0.00538579,-0.000914814,0.294948667,0,30.60000038,23.621,24.137,0,36.4424,0.45553,0,499.186
3875000,31.97536087,0.001005828,-0.026310623,-0.004937817,0.613149524,0,30.79999924,23.621,24.117,0,36.4424,0.45553,0,499.186
3876000,31.9604454,-0.002682209,0.012402389,0.001493433,0.144792482,0,30.79999924,23.621,24.117,0,36.172,0.45215,0,499.1832
3877000,31.91557693,0.002346933,-0.008521643,0.002139934,0.289383203,0,30.60000038,23.626,24.117,0,36.172,0.45215,0,499.18179
3878000,31.89851189,0.002011657,-0.011656686,0.003713023,0.40656516,0,30.79999924,23.626,24.108,0,36.3344,0.45418,0,499.18179
3879000,31.91063118,-0.001452863,-0.005386599,0.002145222,0.309194446,0,30.70000076,23.626,24.108,0,36.456,0.4557,0,499.20132
3880000,31.88103485,0.002793967,-0.017245911,0.000188782,0.555039525,0,30.70000076,23.625,24.107,0,36.456,0.4557,0,499.20132
3881000,31.74104118,0.001564622,0.003678118,-0.002504585,0.211494684,0,30.70000076,23.625,24.103,0,36.3992,0.45499,0,499.20132
3882000,31.79646301,-0.001117587,0.033666864,0.001221582,0.145058438,0,30.70000076,23.625,24.103,0,36.3992,0.45499,0,499.18387
3883000,31.76505852,-0.001117587,-0.020721398,-0.000310852,0.471931189,0,30.60000038,23.626,24.098,0,36.3992,0.45499,0,499.18387
3884000,31.76244354,0.001341104,-0.020721398,0.001459861,0.45723629,0,30.60000038,23.626,24.098,0,36.5008,0.45626,0,499.18387
3885000,31.71075821,0.000111759,-0.0053874,0.001260686,0.360475272,0,30.60000038,23.624,24.098,0,36.5008,0.45626,0,499.19223
3886000,31.75945473,0.001788139,-0.017586352,-0.000724771,0.452062488,0,30.39999962,23.624,24.101,0,36.5008,0.45626,0,499.19223
3887000,31.73061562,0.001452863,0.018332066,0.003777605,0.188095406,0,30.39999962,23.624,24.101,0,36.1496,0.45187,0,499.18326
3888000,31.72746277,0.002123415,-0.002591279,0.001284848,0.268548578,0,30.60000038,23.619,24.101,0,36.1496,0.45187,0,499.18326
3889000,31.67007637,-0.002905726,-0.011656684,0.000396722,0.369225681,0,30.60000038,23.619,24.096,0,36.136,0.4517,0,499.18326
3890000,31.62062645,-0.00257045,0.021806266,-0.001300813,0.207595676,0,30.5,23.619,24.096,0,36.136,0.4517,0,499.19058
3891000,31.63386345,-0.001341104,-0.008521614,0.000371662,0.325549275,0,30.5,23.626,24.087,0,36.136,0.4517,0,499.19058
3892000,31.6011219,-0.001229346,-0.032919154,0.004116913,0.630988955,0,30.29999924,23.626,24.087,0,36.0928,0.45116,0,499.19058
3893000,31.62300301,-0.002346933,-0.026650725,0.000482798,0.512745082,0,30.5,23.627,24.087,0,36.0928,0.45116,0,499.18292
3894000,31.59998894,0.00257045,0.012741719,-0.00111193,0.183612332,0,30.5,23.627,24.089,0,36.0928,0.45116,0,499.18292
3895000,31.58061028,0.001676381,-0.011317726,-0.003349984,0.455194414,0,30.5,23.627,24.089,0,36.2984,0.45373,0,499.17407
3896000,31.58358192,-0.00257045,0.000542941,-0.00010741,0.175302505,0,30.29999924,23.627,24.089,0,36.2984,0.45373,0,499.17407
3897000,31.52039337,0.002011657,-0.038511403,-0.004275436,0.712743461,0,30.39999962,23.627,24.098,0,35.9936,0.44992,0,499.17407
3898000,31.53441238,-0.002905726,-0.01131774,-0.007519763,0.415739745,0,30.39999962,23.627,24.098,0,35.9936,0.44992,0,499.18915
3899000,31.48836327,-0.000447035,0.012741711,-0.000777355,0.19882074,0,30.39999962,23.638,24.096,0,35.9936,0.44992,0,499.18915
3900000,31.56167793,-0.001005828,-0.01445195,0.000231722,0.401274264,0,30.20000076,23.638,24.096,0,35.9744,0.44968,0,499.18915
3901000,31.33921814,0.000558794,-0.011655832,0.001709548,0.388293117,0,30.20000076,23.64,24.096,0,35.9744,0.44968,0,499.19196
3902000,31.39409828,0.001899898,-0.002590573,0.001553529,0.263814032,0,30.29999924,23.64,24.092,0,35.9744,0.44968,0,499.19196
3903000,31.33006477,-0.000447035,-0.023516996,-0.000830067,0.508894145,0,30.10000038,23.64,24.092,0,36.0736,0.45092,0,499.19769
3904000,31.31806183,0.001452863,0.01240484,-0.000364794,0.083863162,0,30.10000038,23.654,24.092,0,36.0736,0.45092,0,499.19769
3905000,31.34409714,-0.001676381,-0.002590574,0.002048729,0.273860127,0,30.29999924,23.654,24.093,0,35.9168,0.44896,0,499.19769
3906000,31.3094883,-0.00257045,0.021469243,0.00405616,0.167540818,0,30.10000038,23.654,24.093,0,35.9168,0.44896,0,499.19464
3907000,31.30096626,-0.000223517,-0.014788359,0.002319218,0.486159921,0,30.29999924,23.655,24.098,0,35.9168,0.44896,0,499.19464
3908000,31.26912689,-0.00346452,-0.020383619,-0.000491529,0.484629393,0,30.29999924,23.655,24.098,0,35.9728,0.44966,0,499.19464
3909000,31.2022171,-0.002905726,0.000542816,-0.00105879,0.237046778,0,30.20000076,23.657,24.098,0,35.9728,0.44966,0,499.18997
3910000,31.25036812,0.001564622,-0.017585985,-0.006000969,0.40358299,0,30.20000076,23.657,24.096,0,35.9728,0.44966,0,499.18997
3911000,31.23055649,0.000447035,0.030533651,0.000679544,0.171319917,0,30,23.657,24.096,0,35.8344,0.44793,0,499.18832
3912000,31.3673954,-0.001452863,-0.014453249,-0.002435677,0.447674334,0,30.20000076,23.667,24.096,0,35.8344,0.44793,0,499.18768
3913000,31.20746231,0.00089407,0.000542687,0.002525357,0.195302263,0,,23.667,24.098,0,35.9624,0.44953,0,499.18768
3914000,31.23482895,-0.004917383,-0.020384941,0.002005256,0.506416619,0,30.10000038,23.667,24.098,0,36.0264,0.45033,0,499.19641
3915000,31.17365646,0.001005828,0.037133101,-0.004124457,0.440003425,0,30.10000038,23.678,24.096,0,36.0264,0.45033,0,499.19641
3916000,31.19809914,-0.001676381,-0.023850909,-0.000558484,0.548974037,0,30.10000038,23.678,24.093,0,35.9672,0.44959,0,499.19641
3917000,31.19547081,0.000447035,0.00020926,0.000764318,0.267028868,0,30.10000038,23.675,24.093,0,35.9672,0.44959,0,499.18921
3918000,31.10216141,0.002793967,-0.005722442,0.00268585,0.295449615,0,29.89999962,23.67,24.095,0,35.9672,0.44959,0,499.18921
3919000,31.11275101,0.001564622,0.003675243,-0.00140065,0.250001729,0,30.10000038,23.67,24.095,0,36.1112,0.45139,0,499.18921
3920000,31.10296059,-0.000670552,-0.008521559,0.001290565,0.324610025,0,30.10000038,23.682,24.095,0,36.1112,0.45139,0,499.18527
3921000,31.10691643,0.003129244,-0.017585624,-4.90439E-05,0.408310592,0,29.79999924,23.682,24.093,0,36.1112,0.45139,0,499.18527
3922000,31.08964348,-0.003017485,-0.005389804,0.000556735,0.30396226,0,30,23.682,24.093,0,35.9448,0.44931,0,499.19461
3923000,31.05260849,0.002682209,-0.002589169,0.000394063,0.26335144,0,30,23.689,24.093,0,35.9448,0.44931,0,499.19461
3924000,31.02873993,-0.002793967,0.015539016,0.003376058,0.08389654,0,30,23.689,24.1,0,35.6256,0.44532,0,499.19461
3925000,30.99216461,0.001564622,0.024934199,-0.005382632,0.313990504,0,30,23.689,24.1,0,35.6256,0.44532,0,499.19647
3926000,31.08841896,-0.003576278,0.02180247,-0.005168759,0.202975795,0,30,23.688,24.107,0,35.6256,0.44532,0,499.19647
3927000,30.96087265,-0.001117587,0.015539018,0.003071574,0.035393864,0,,23.688,24.107,0,35.6424,0.44553,0,499.19647
3928000,31.03248787,-0.005587935,0.000873634,-0.000341036,0.385370791,0,30,23.704,24.107,0,35.6424,0.44553,0,499.18692
3929000,30.88810539,-0.003576278,-0.023518478,0.003227812,0.486799389,0,30,23.704,24.109,0,35.6424,0.44553,0,499.18692
3930000,30.90513992,0.001899898,0.006475472,0.006263623,0.159741446,0,29.89999962,23.704,24.109,0,35.6824,0.44603,0,499.18646
3931000,30.87051201,0.003688037,0.000542436,-0.001158569,0.239930987,0,29.89999962,23.719,24.109,0,35.6824,0.44603,0,499.18646
3932000,30.8120079,0,0.003343198,0.000758672,0.231604427,0,29.70000076,23.719,24.114,0,35.5512,0.44439,0,499.18646
3933000,30.86405945,0.002458692,-0.0116524,0.003316432,0.39147076,0,29.79999924,23.719,24.114,0,35.5512,0.44439,0,499.17667
3934000,30.82601929,0.001005828,0.009606368,0.002823354,0.124131821,0,29.60000038,23.721,24.123,0,35.5512,0.44439,0,499.17667
3935000,30.80215454,-0.002123415,-0.008521503,0.000723512,0.36320135,0,29.79999924,23.721,24.123,0,35.604,0.44505,0,499.17667
3936000,30.83332825,0.000670552,-0.002259709,-0.003697956,0.362808079,0,29.79999924,23.725,24.123,0,35.604,0.44505,0,499.20419
3937000,30.79259872,0.000111759,-0.00225971,-0.005392008,0.365674496,0,29.60000038,23.725,24.121,0,35.604,0.44505,0,499.20419
3938000,30.80008507,0.000335276,-0.002588465,0.001638455,0.250257701,0,29.60000038,23.725,24.121,0,35.6488,0.44561,0,499.189
3939000,30.71998024,0.003576278,0.015539409,0.000272494,0.044756334,0,29.79999924,23.746,24.121,0,35.6488,0.44561,0,499.189
3940000,30.70036316,0.000111759,0.021472443,0.002688344,0.117633656,0,29.79999924,23.746,24.126,0,35.428,0.44285,0,499.189
3941000,30.69812775,0.001564622,-0.038515456,-0.000287299,0.666748405,0,29.79999924,23.746,24.126,0,35.428,0.44285,0,499.17831
